"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
1817,In Compliance,Philips - Odyssey School of Denver,6550 East 21st Avenue,80207,1951,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,39493,2020-12-31,32,3970329,100.5,4152713,105.2,164809,164809,0,0,0,3408000,0,0,276.8,0,0
6005,In Compliance,Sandoval Campus Bldg #2,5500 Central Park Blvd,80238,2015,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,83084,2020-12-31,42,5866656,70.6,6029694,72.6,622015,622015,0,0,0,3744342,0,0,560.6,0,0
3673,In Compliance,Grant Beacon,1751 S. Washington St.,80210,1953,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,83587,2020-12-31,43,5076214,60.7,5559764,66.5,276147,276147,0,0,0,4134000,0,0,380.1,0,0
3852,In Compliance,Valdez Achievement Campus,2626 West Evans Avenue,80219,1974,Portfolio Manager,Building,K-12 School,K-12 School,Commercial,DPS,95623,2020-12-31,89,3978578,41.6,4218142,44.1,503927,503927,0,0,0,2259181,0,0,413,0,0
3373,In Compliance,DCIS at Fairmont,520 West 3rd Avenue,80223,1924,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,67467,2020-12-31,62,4813835,71.4,5260168,78,359565,348090,11474,0,11474,3587000,0,0,392.9,0,0
1064,In Compliance,DCIS at Ford,14500 Maxwell Place,80239,1973,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,73848,2020-12-31,73,2433597,33,2468484,33.4,525673,525673,0,0,0,640000,0,0,339.6,0,0
2009,Exempt,,4751 Broadway,80216,1974,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,98704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5464,Exempt,Western Food Center,5140 Race Court,80631,1971,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,76400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2616,Not Submitted,Four Seasons Hotel Denver,1111 14th street,80202,2010,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial Condominium,,850000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2600,In Compliance,Denver Building Condo Owner Association,700 16th Street,80202,1889,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Multi-family Condominium,,337000,2020-12-31,0,13315399,39.5,13623302,40.4,1536777,1536776,0,0,0,0,8071917,0,1429.5,0,0
1419,In Compliance,KIMCO - Vision Graphics- Eagle:xm,5105 E 41st Ave,80216,1974,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,84026,2020-12-31,0,8346364,99.3,8543108,101.7,1238350,1238350,0,0,0,4121114,0,0,938.9,0,0
5528,In Compliance,1600 Champa,821 16th St,80202,1980,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,75020,2020-12-31,0,10677090,142.3,10641087,141.8,1891627,1891627,0,0,0,2237595,1985264,0,1350.6,0,0
1242,In Compliance,12055 EAST 49TH AVE/4955 PEORIA,12055 EAST 49TH AVE/4955 PEORIA,80239,1984,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,49575,2020-12-31,0,2698607,54.4,2774226,56,300032,300032,0,0,0,1674899,0,0,263.4,0,0
2619,In Compliance,The Curtis Hotel and Corner Office and Auraria Student Lofts,1405 Curtis St.,80202,1972,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial Condominium,,370670,2020-12-31,54,34450275,92.9,34519119,93.1,5302207,5302207,0,0,0,2217000,9466152,4675992,4075.7,0,0
4052,In Compliance,Lowry Town Center Building 600,200 Quebec Street,80230,2002,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,30088,2020-12-31,0,3116517,103.6,3139233,104.3,551554,551554,0,0,0,1234616,0,0,386.3,0,0
5852,In Compliance,SloHi Village,4433 w. 29th Ave,80212,2017,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,34006,2020-12-31,0,1431642,42.1,1452438,42.7,271110,271110,0,0,0,506615,0,0,184.5,0,0
1477,In Compliance,Francisco Studios,6100 E 39TH AVE,80207,1958,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Industrial,,74000,2020-12-31,0,1709307,23.1,1764177,23.8,245947,245947,0,0,0,870136,0,0,189.2,0,0
1160,In Compliance,5401 OSWEGO,5301 Oswego St,80239,1985,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,54738,2020-12-31,0,3947708,72.1,4072415,74.4,254967,254967,0,0,0,3077760,0,0,311.7,0,0
3078,Not Submitted,1033-1055 Broadway,1033 Broadway St,80203,1965,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,28987,2020-12-31,0,0,0,0,0,353432,353432,0,0,0,0,0,0,0,0,0
2696,In Compliance,450 17th Ave,450 17th Ave,80203,2007,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial Condominium,,59066,2020-12-31,0,4793895,81.2,4809817,81.4,1314405,1314405,0,0,0,309144,0,0,780.7,0,0
3541,In Compliance,"United States Welding, Inc. dba Rocky Mountain Air Solutions",600 S Santa Fe Dr.,80223,1964,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,25595,2020-12-31,0,2992407,116.9,3210026,125.4,331329,331329,0,0,0,1861913,0,0,291.5,0,0
5864,In Compliance,Alexan 20th Street Station - lx022,2080 California St,80205,2019,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Multi-Family,,532829,2020-12-31,0,17716637,33.3,18120447,34,2133530,2133530,0,0,0,10437031,0,0,1794.9,0,0
2364,In Compliance,Riverside Church,2401 Alcott Street,80211,1977,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Institutional,,151150,2020-12-31,0,8061400,53.3,8197136,54.2,844197,844197,0,0,0,5181000,0,0,766.1,0,0
5607,In Compliance,Hotel Indigo Denver Downtown,1801 Wewatta St,80202,2017,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,220257,2020-12-31,74,13766039,62.5,13866111,63,2954606,2954606,0,0,0,3684924,0,0,1913.7,0,0
5715,In Compliance,250 Columbine Association,250 Columbine Street,80206,2015,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Multi-family Condominium,,280016,2020-12-31,51,18212310,65,18191783,65,3552473,3552473,0,0,0,6091272,0,0,2389.1,0,0
1274,In Compliance,Sysco Denver,5000 Beeler Street,80238,2005,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,514430,2020-12-31,79,28850534,56.1,29368398,57.1,5411675,5411674,0,0,0,10385900,0,0,3698.3,0,0
5938,In Compliance,"BLK220, LLC - 1800 Wazee","1800 Wazee St, Ste 200",80202,2015,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial Condominium,,350003,2020-12-31,88,17637345,50.4,17733353,50.7,3841592,3841591,0,0,0,4529835,0,0,2474.3,0,0
3438,In Compliance,Coors Foundation,215 St. Paul Street,80206,2014,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,29450,2020-12-31,44,1681705,57.1,1692906,57.5,429426,429426,0,0,0,216504,0,0,261.2,0,0
1290,In Compliance,DEN00910 - Stapleton 10,4825 Gevena St,80238,1999,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,156139,2020-12-31,52,8492775,54.4,8584614,55,1959839,1959839,0,0,0,1805803,0,0,1235.5,0,0
1914,In Compliance,Port Jeff LLC,5151 Bannock Street,80216,1922,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,693996,2020-12-31,0,59198828,85.3,60267563,86.8,9123924,8681202,442721,0,0,28067997,0,0,6796,0,0
5845,In Compliance,Zeppelin Station,3501 Wazee St,80216,2018,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,160000,2020-12-31,0,6571972,41.1,6651000,41.6,1449867,1449867,0,0,0,1625026,0,0,929.3,0,0
5243,In Compliance,1730-1770 Blake Street,1730-1770 Blake Street,80202,1894,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial Condominium,,25000,2020-12-31,0,876263,35.1,897842,35.9,17521,17521,0,0,0,816482,0,0,53.6,0,0
3652,In Compliance,1475 S Acoma St,1475 S Acoma St,80223,2005,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Industrial,,52868,2020-12-31,0,2196295,41.5,2393529,45.3,183122,183122,0,0,0,1571484,0,0,189.9,0,0
1184,In Compliance,80 S Santa Fe,5588 Havana St,80239,1983,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,60280,2020-12-31,0,11223852,186.2,11552348,191.6,1106637,1106637,0,0,0,7448005,0,0,1039.1,0,0
4159,In Compliance,WIN,9660 E. Alameda Ave,80247,1987,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,25297,2020-12-31,0,1947678,77,2001746,79.1,311724,311724,0,0,0,884076,0,0,228.2,0,0
1991,In Compliance,Mile High Comics,4600 Jason Street,80120,1967,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,57370,2020-12-31,0,4232037,73.8,4616107,80.5,276461,276461,0,0,0,3288754,0,0,335.4,0,0
2132,Not Submitted,"Phillips Center, LLC",3532 Franklin Street,80205,1948,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,60353,2020-12-31,0,3530675,58.5,3684924,61.1,173101,173101,0,0,0,2940056,0,0,256.8,0,0
1464,In Compliance,5885 STAPLETON DRIVE NORTH,5885 E STAPLETON NORTH DR,80216,1985,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,53893,2020-12-31,0,2153141,40,2228082,41.3,111810,111810,0,0,0,1771646,0,0,159.1,0,0
5125,In Compliance,100 St. Paul,100 St. Paul Street,80206,2015,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,158445,2020-12-31,41,15600447,98.5,15738885,99.3,3329972,3329972,0,0,0,4238581,0,0,2161.4,0,0
1465,In Compliance,4570 IVY STREET,4570 IVY ST,80216,1985,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,31355,2020-12-31,0,2749310,87.7,2815522,89.8,325694,325694,0,0,0,1638040,0,0,276.4,0,0
1463,In Compliance,5855 Stapleton Drive North,5855 E Stapleton North Drive,80216,1985,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,41268,2020-12-31,0,2596161,62.9,2663422,56.2,228576,228576,0,0,0,1816260,0,0,229.4,0,0
2415,In Compliance,Sugar Cube,1555 Blake St.,80202,2008,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Multi-Family,,110099,2020-12-31,0,9038994,82.1,9115235,82.8,1453250,1453250,0,0,0,4080504,0,0,1061.7,0,0
3134,In Compliance,Denver - Broadway,700 Broadway,80203,1973,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,458228,2020-12-31,71,44921531,98,46301220,101,5910765,5910765,0,0,0,24754000,0,0,4751.7,2,2018
4897,In Compliance,"RE/MAX, LLC",5075 South Syracuse Street,80237,2007,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Commercial,,238324,2020-12-31,96,8138158,34.1,8186177,34.3,2264930,2264930,0,0,0,410216,0,0,1338.7,4,2014
2418,In Compliance,16M,1550 Market Street,80202,2014,Portfolio Manager,Building,MIXED USE PROPERTY,MIXED USE PROPERTY,Multi-Family,,193808,2020-12-31,84,12860628,66.4,12922322,66.7,2515780,2515780,0,0,0,4276785,0,0,1690,4,2020
1647,Exempt,Joliet Street Real Estate LLC,3811 Joliet Street,80239-3233,1977,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,121823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3563,Not Submitted,Allied Western Energy,430 South Navajo Street,80223,2004,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,50000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3290,Exempt,Sign Language XL,275 Mariposa Street,80223,2010,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,48796,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5272,Exempt,Tools For Bending,194 W. Dakota ave,80223,1935,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,35618,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1238,Exempt,OG Medicinals,4995 Lima St,80239,1978,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,26152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1510,Not Submitted,Mediral Int'l Inc.,6090 E. 39th Ave,80207,1959,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,29600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3250,Not Submitted,Pressery,2401 West 6th Avenue,80204,1954,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,52523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1996,Exempt,1002 Dawn Foods Denver MFG,4500 LIPAN ST,,1958,Assessor Data,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,86000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1321,Not Submitted,GCR Tires & Service,4500 E 51st Ave,80216,1977,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,72092,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1409,Not Submitted,SAL Holding,5000 E 41st Ave,80216,1971,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,47422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2067,Exempt,Chermet LLC,1300 40th Street,80205,1968,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,51504,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3188,Exempt,Green Dragon,830 Wyandot St,80204,2014,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,91282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2210,Not Submitted,Denver Deep Rock Plant,2640 California Street,80205-2930,1977,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,39875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1625,Not Submitted,Swisslog HQ,10825 E 47th Ave,80239,1969,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,106000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3242,Exempt,City Storage,2605 W 7th Ave,80204,1974,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,City ? General Services,28672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1865,Exempt,Paxton Hardwoods,4837 Jackson St.,80216,1952,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,61425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3313,Exempt,UFP TECHNOLOGIES,2040 W 7th AVE.,80204,1961,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,28000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1728,Exempt,PUB,12790 E. 38th Ave,80239,1974,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,80000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2090,Not Submitted,KBP Coil Coaters,3600 E 44th Ave,80216,1967,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,81500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1212,Not Submitted,Amcor Denver,4990 Ironton street,80239,1969,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,147686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1420,Exempt,5180 Smith Road,5180 Smith Road,80216,1974,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,26700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3274,Not Submitted,RMIP 577 Osage St.,577 Osage St.,80204,1973,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,51985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Not Submitted,Denver Beer Company Canworks,4455 Jason St,80211,1980,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,45672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1883,Exempt,LivWell,5141 N. Franklin,80216,2015,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,185355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1713,Exempt,TEMPUR-SEALY International,12555 E 39th AVE.,80239,1970,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,86000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1364,Exempt,HAL,4600 E. 48th Ave,80216,1957,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,82122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3805,Not Submitted,Century Link Facility,235 West Evans Avenue,80223,1971,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,32732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1760,Not Submitted,Kinning Holdings LLC,3800 Xanthia St.,80238,1991,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,79684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1229,Not Submitted,Sprint LLC,4999 Kingston St,80239,1980,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,45450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2160,Not Submitted,Great Divide Brewery,1812 35th street,80216,2014,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,65000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1624,Exempt,Warneke Paper Box Company,4500 N. Joliet St.,80239,1970,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,106321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1481,Not Submitted,Packaging Corporation of America,4221 Monaco St.,80216,1959,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,269200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2093,Not Submitted,Colorado,4715 Colorado Blvd,80216,1954,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,37000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3633,Exempt,Adams McClure,1245 S Inca street,80223,1980,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,40000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1493,Exempt,MOV,6191 E. 38th Ave,80207,1970,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,30758,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1712,Exempt,Salem,12555 E 37th Ave,80239,1973,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,39000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1997,Exempt,1002 Dawn Foods Denver MFG,1170 W. 46th Ave,80239,1954,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,86000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3309,In Compliance,741 Osage Ave,741 Osage Ave,80204,1966,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,37440,2020-12-31,0,2944718,78.7,3033326,81,157497,157497,0,0,0,2407340,0,0,219.4,0,0
